gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Eef2k,NC_086019.1,184822420,184826420,+,0.234917940953823,125
Polr3e,NC_086019.1,184895383,184899383,+,0.217887063351095,139
Cdr2,NC_086019.1,184957036,184961036,-,0.185427004158898,134
Mfsd13b,NC_086019.1,184957572,184961572,+,0.165628231292517,130
Mettl9,NC_086019.1,185004953,185008953,+,0.44533967611336,32
Igsf6,NC_086019.1,185049956,185053956,-,0.871215441672286,37
Otoa,NC_086019.1,185072271,185076271,+,0.560703490136571,44
Hs3st2,NC_086019.1,185385445,185389445,+,0.86118519047619,169
LOC120099923,NC_086019.1,185618464,185622464,-,0.45223587628866,47
Usp31,NC_086019.1,185707499,185711499,-,0.139803495058401,179
Scnn1g,NC_086019.1,185734225,185738225,+,0.1785808,86
Scnn1b,NC_086019.1,185859326,185863326,+,0.793462220309811,76
Cog7,NC_086019.1,185978711,185982711,-,0.197312382550336,66
Gga2,NC_086019.1,186014582,186018582,-,0.377395409964692,90
Ears2,NC_086019.1,186055165,186059165,-,0.123405728034772,133
Ubfd1,NC_086019.1,186055267,186059267,+,0.133595184958728,135
Ndufab1,NC_086019.1,186089843,186093843,-,0.778569302659957,30
Palb2,NC_086019.1,186118284,186122284,-,0.305193587860989,87
Dctn5,NC_086019.1,186118415,186122415,+,0.305193587860989,87
Plk1,NC_086019.1,186145658,186149658,+,0.19695755830694,110
Ern2,NC_086019.1,186172521,186176521,-,0.600410110803324,47
Chp2,NC_086019.1,186187090,186191090,+,0.38387624602333,29
Prkcb,NC_086019.1,186261397,186265397,+,0.841985921926911,149
Cacng3,NC_086019.1,186630334,186634334,+,0.580326404293381,73
Rbbp6,NC_086019.1,186932563,186936563,+,0.131677932436659,171
Tnrc6a,NC_086019.1,186990457,186994457,+,0.646308435136708,79
Slc5a11,NC_086019.1,187164609,187168609,+,0.816430748840292,50
Arhgap17,NC_086019.1,187326093,187330093,-,0.144972621527778,134
Lcmt1,NC_086019.1,187333173,187337173,+,0.220142937352246,70
Aqp8,NC_086019.1,187422314,187426314,+,0.686115331355094,82
Zkscan2,NC_086019.1,187457300,187461300,-,0.724135176377329,107
Hs3st4,NC_086019.1,187968127,187972127,+,0.91960067628494,238
LOC134478859,NC_086019.1,188696960,188700960,+,0.612555811518325,19
C1h16orf82,NC_086019.1,189342077,189346077,+,0.569577762619373,67
Kdm8,NC_086019.1,189442527,189446527,+,0.246919872110182,98
Nsmce1,NC_086019.1,189487188,189491188,-,0.334310160857909,94
Il4r,NC_086019.1,189543739,189547739,+,0.415525951293759,90
Il21r,NC_086019.1,189596682,189600682,+,0.798052142857143,66
Gtf3c1,NC_086019.1,189698848,189702848,-,0.134436879942487,103
Katnip,NC_086019.1,189698838,189702838,+,0.134436879942487,103
Gsg1l,NC_086019.1,190082947,190086947,-,0.295469930340557,175
Xpo6,NC_086019.1,190190138,190194138,-,0.113666616811247,112
Sbk1,NC_086019.1,190235677,190239677,+,0.688260726795097,63
Lat,NC_086019.1,190370515,190374515,-,0.886947826086957,91
Spns1,NC_086019.1,190378192,190382192,-,0.285814896650036,102
Nfatc2ip,NC_086019.1,190401309,190405309,-,0.172231000725163,76
Rpl36l3,NC_086019.1,190414256,190418256,+,0.809883333333333,25
Cd19,NC_086019.1,190422494,190426494,-,0.815604061895552,51
Rabep2,NC_086019.1,190431501,190435501,+,0.703527882352941,25
Atp2a1,NC_086019.1,190473410,190477410,-,0.708113359073359,38
Sh2b1,NC_086019.1,190490030,190494030,-,0.729347245179064,29
Tufm,NC_086019.1,190502373,190506373,+,0.25610623436598,104
Atxn2l,NC_086019.1,190524263,190528263,-,0.898221647819063,35
Eif3c,NC_086019.1,190581067,190585067,-,0.32558653934301,122
Cln3,NC_086019.1,190598034,190602034,-,0.742658896338319,59
Apobr,NC_086019.1,190597595,190601595,+,0.526413776408451,69
Il27,NC_086019.1,190607292,190611292,-,0.825763560606061,39
Nupr1,NC_086019.1,190643901,190647901,-,0.723571056910569,31
Sgf29,NC_086019.1,190666803,190670803,+,0.182932516411379,76
Dppa3l3,NC_086019.1,190687516,190691516,-,0.763201057082452,28
Sult1a1,NC_086019.1,190704112,190708112,-,0.717989013296011,39
Slx1b,NC_086019.1,190720307,190724307,-,0.149936148272018,126
Bola2,NC_086019.1,190720535,190724535,+,0.154918327252315,125
Coro1a,NC_086019.1,190729133,190733133,-,0.492819889084951,101
Mapk3,NC_086019.1,190795189,190799189,+,0.349137845209683,100
Gdpd3,NC_086019.1,190802053,190806053,+,0.850173414748708,69
Ypel3,NC_086019.1,190812920,190816920,+,0.300203087327257,99
Tbx6,NC_086019.1,190816397,190820397,+,0.305846732165741,62
Ppp4c,NC_086019.1,190828247,190832247,-,0.144512325855962,99
LOC103691235,NC_086019.1,190850090,190854090,-,0.745925081433225,28
Aldoa,NC_086019.1,190836021,190840021,-,0.125661077158136,137
Tlcd3b,NC_086019.1,190849582,190853582,+,0.800509974424553,34
C1h16orf92,NC_086019.1,190869557,190873557,-,0.46362482168331,56
Doc2a,NC_086019.1,190885306,190889306,+,0.255023527408921,122
Ino80e,NC_086019.1,190900902,190904902,-,0.265696979067555,109
Hirip3,NC_086019.1,190901065,190905065,+,0.273566872476846,109
Taok2,NC_086019.1,190923359,190927359,-,0.17723646767708,91
Tmem219,NC_086019.1,190963044,190967044,-,0.192429401408451,103
Kctd13,NC_086019.1,190963073,190967073,+,0.192429401408451,103
Asphd1,NC_086019.1,190985440,190989440,-,0.275640558439233,121
Sez6l2,NC_086019.1,190985647,190989647,+,0.297106975542542,126
Cdiptos,NC_086019.1,191011551,191015551,-,0.262380310765816,109
Cdipt,NC_086019.1,191011632,191015632,+,0.262380310765816,109
Mvp,NC_086019.1,191050866,191054866,-,0.495661294049682,56
Pagr1,NC_086019.1,191053554,191057554,-,0.324118452200304,98
Prrt2,NC_086019.1,191057632,191061632,-,0.262521599045346,67
Maz,NC_086019.1,191063722,191067722,-,0.118297269284433,238
Kif22,NC_086019.1,191078955,191082955,-,0.292256013667426,83
Zg16,NC_086019.1,191088605,191092605,-,0.812886036671368,39
C1h16orf54,NC_086019.1,191130972,191134972,+,0.647314471403813,59
Qprt,NC_086019.1,191162006,191166006,-,0.80077294344473,56
Spn,NC_086019.1,191188115,191192115,-,0.725183191035219,45
Cd2bp2,NC_086019.1,191242395,191246395,-,0.269819206939281,88
Tbc1d10b,NC_086019.1,191255128,191259128,-,0.0995005924377069,159
Myl11,NC_086019.1,191255432,191259432,+,0.126103224172856,164
Septin1,NC_086019.1,191265086,191269086,-,0.877188982540638,53
Znf48,NC_086019.1,191282976,191286976,+,0.10328869047619,141
Zfp771,NC_086019.1,191292530,191296530,+,0.146556516015796,114
Dctpp1,NC_086019.1,191309326,191313326,-,0.23740346800143,70
Sephs2,NC_086019.1,191323955,191327955,-,0.309675347066726,103
Itgal,NC_086019.1,191346424,191350424,+,0.889500383959044,51
Znf768,NC_086019.1,191399880,191403880,-,0.30142416055577,78
Zfp764l1,NC_086019.1,191434376,191438376,-,0.516310100810437,100
Zfp764,NC_086019.1,191441659,191445659,-,0.484917008745315,100
Zfp688,NC_086019.1,191471527,191475527,-,0.323210841283608,82
Zfp689,NC_086019.1,191505277,191509277,-,0.851332767489712,40
Prr14,NC_086019.1,191512428,191516428,+,0.151598210774675,110
Fbrs,NC_086019.1,191518148,191522148,+,0.282081539330072,122
Srcap,NC_086019.1,191552043,191556043,+,0.115506374657802,115
Tmem265,NC_086019.1,191601200,191605200,+,0.883070080645161,71
Phkg2,NC_086019.1,191612738,191616738,+,0.17881862745098,77
Cfap119,NC_086019.1,191645429,191649429,-,0.895373970105723,69
Rnf40,NC_086019.1,191630988,191634988,+,0.203982318315599,123
Zfp629,NC_086019.1,191687082,191691082,-,0.902593089053803,59
Bcl7c,NC_086019.1,191752751,191756751,-,0.184258241012887,157
Ctf1,NC_086019.1,191756512,191760512,+,0.522786206896552,61
Ctf2,NC_086019.1,191770881,191774881,-,0.786295283714075,47
Fbxl19,NC_086019.1,191784981,191788981,+,0.329037623762376,89
Orai3,NC_086019.1,191809671,191813671,+,0.305210200267023,90
Setd1a,NC_086019.1,191816752,191820752,+,0.190784059993024,175
Hsd3b7,NC_086019.1,191840688,191844688,+,0.757282537067545,57
Stx1b,NC_086019.1,191862878,191866878,-,0.507379155495979,90
Stx4,NC_086019.1,191878549,191882549,+,0.241360260586319,110
Zfp668,NC_086019.1,191913436,191917436,-,0.0980231172461995,146
Zfp646,NC_086019.1,191913486,191917486,+,0.0980231172461995,146
Prss53,NC_086019.1,191929292,191933292,-,0.78061682945154,41
Vkorc1,NC_086019.1,191933490,191937490,-,0.205464298724954,93
Bckdk,NC_086019.1,191943809,191947809,+,0.506642781222321,111
Kat8,NC_086019.1,191952827,191956827,+,0.319859283263439,79
Prss8,NC_086019.1,191969271,191973271,-,0.738185696517413,66
Prss36,NC_086019.1,192000231,192004231,-,0.737224574209246,24
Fus,NC_086019.1,192005011,192009011,+,0.142085426489499,138
Pycard,NC_086019.1,192031419,192035419,-,0.405868126410835,42
Trim72,NC_086019.1,192042220,192046220,+,0.819649702380953,46
Itgam,NC_086019.1,192087496,192091496,+,0.840954365904366,48
Itgax,NC_086019.1,192138089,192142089,+,0.715049015682349,54
Itgad,NC_086019.1,192188204,192192204,+,0.678509644670051,47
Cox6a2,NC_086019.1,192219188,192223188,-,0.683010668301655,48
9130023H24Rik,NC_086019.1,192248080,192252080,-,0.177088410872103,143
Armc5,NC_086019.1,192248580,192252580,+,0.17670537437604,144
Tgfb1i1,NC_086019.1,192256992,192260992,+,0.336182683057189,59
Slc5a2,NC_086019.1,192275621,192279621,+,0.812948500713946,64
Rusf1,NC_086019.1,192310119,192314119,-,0.33678622611465,69
Ahsp,NC_086019.1,192308306,192312306,+,0.360285107183152,73
Rgs10,NC_086019.1,192420640,192424640,-,0.802566459385931,68
Tial1,NC_086019.1,192473520,192477520,-,0.593987211093991,30
Bag3,NC_086019.1,192531460,192535460,+,0.168583567134269,129
Inpp5f,NC_086019.1,192618891,192622891,+,0.200346172981248,105
Mcmbp,NC_086019.1,192745381,192749381,-,0.171605515545407,135
Sec23ip,NC_086019.1,192749379,192753379,+,0.255574659231722,92
Plpp4,NC_086019.1,193258181,193262181,+,0.824865596550072,97
Wdr11,NC_086019.1,193593606,193597606,+,0.350241506700471,75
Ska2l1,NC_086019.1,193655022,193659022,+,0.496117700987306,69
Fgfr2,NC_086019.1,194278914,194282914,-,0.876124416517056,194
Ate1,NC_086019.1,194512284,194516284,-,0.790471405094495,33
RGD1563285,NC_086019.1,194513108,194517108,+,0.787770218340611,31
Nsmce4a,NC_086019.1,194537456,194541456,-,0.274703638958259,136
Tacc2,NC_086019.1,194544428,194548428,+,0.774497265221878,49
Btbd16,NC_086019.1,194763241,194767241,+,0.827395800711743,68
Plekha1,NC_086019.1,194856239,194860239,+,0.20477932852874,164
Htra1,NC_086019.1,194926069,194930069,+,0.277025868995633,171
Dmbt1,NC_086019.1,195045702,195049702,+,0.663137809187279,23
C1h10orf120,NC_086019.1,195341676,195345676,-,0.368449025578563,38
Dmbt1l1,NC_086019.1,195378082,195382082,+,0.494085071090048,30
Cuzd1,NC_086019.1,195530733,195534733,-,0.400003619047619,27
Sycp3l1,NC_086019.1,195536997,195540997,+,0.511758830620856,43
Fam24b,NC_086019.1,195544140,195548140,-,0.761649667405765,38
Fam24a,NC_086019.1,195548911,195552911,+,0.766552832764505,32
C1h10orf88,NC_086019.1,195578177,195582177,-,0.152625785407725,104
Pstk,NC_086019.1,195585911,195589911,+,0.401703756670224,94
Ikzf5,NC_086019.1,195617024,195621024,-,0.208163112432739,106
Acadsb,NC_086019.1,195617088,195621088,+,0.208163112432739,106
Hmx3,NC_086019.1,195741411,195745411,+,0.162445978175273,294
Hmx2,NC_086019.1,195747284,195751284,+,0.637912262592898,74
Bub3,NC_086019.1,195758532,195762532,+,0.204175299760192,93
Gpr26,NC_086019.1,196194138,196198138,+,0.787558512213175,122
Cpxm2,NC_086019.1,196375350,196379350,-,0.655564841319229,79
Rps27,NC_086019.1,196305788,196309788,+,0.498476975683891,33
Chst15,NC_086019.1,196538088,196542088,-,0.421051907894737,49
Oat,NC_086019.1,196795754,196799754,-,0.228503326732673,91
Nkx1,NC_086019.1,196819371,196823371,-,0.345709413674173,127
Lhpp,NC_086019.1,196831516,196835516,+,0.400815696087352,64
Fam53b,NC_086019.1,197019290,197023290,-,0.895257378129117,43
Eef1akmt2,NC_086019.1,197069033,197073033,-,0.310351599767307,65
Abraxas2,NC_086019.1,197075177,197079177,+,0.21034701845717,72
Zranb1,NC_086019.1,197153048,197157048,+,0.246327212143651,204
Ctbp2,NC_086019.1,197346802,197350802,-,0.142047863467214,250
Tex36,NC_086019.1,197832473,197836473,-,0.601383261432269,32
Edrf1,NC_086019.1,197867873,197871873,+,0.193269229098806,101
Mmp21,NC_086019.1,197913847,197917847,-,0.784684856175973,51
Uros,NC_086019.1,197941183,197945183,-,0.203825245786517,115
Bccip,NC_086019.1,197940535,197944535,+,0.156120717721051,108
Dhx32,NC_086019.1,198011779,198015779,-,0.712933674214755,38
Fank1,NC_086019.1,198005496,198009496,+,0.203763150289017,113
Adam12,NC_086019.1,198441680,198445680,-,0.159023622238407,159
C1h10orf90,NC_086019.1,198721260,198725260,-,0.750531493506493,49
Dock1,NC_086019.1,198895021,198899021,+,0.182426506357103,138
Insyn2a,NC_086019.1,199181077,199185077,-,0.36184220992823,135
Nps,NC_086019.1,199503772,199507772,+,0.444993036211699,29
Foxi2,NC_086019.1,199650703,199654703,+,0.758000715990454,80
Clrn3,NC_086019.1,199762486,199766486,-,0.791721086675291,54
Ptpre,NC_086019.1,199772195,199776195,+,0.308728158730159,119
Mki67,NC_086019.1,199950847,199954847,-,0.13292133518225,130
LOC134484916,NC_086019.1,200976266,200980266,+,0.546356291390728,31
Mgmt,NC_086019.1,201138832,201142832,+,0.389072240802676,52
Ebf3,NC_086019.1,201542444,201546444,-,0.264647667940146,303
C1h10orf143,NC_086019.1,201652142,201656142,-,0.293840659340659,53
Glrx3,NC_086019.1,201669410,201673410,+,0.213816885050625,86
Tcerg1l,NC_086019.1,202628483,202632483,-,0.8454294998626,162
Mapk1ip1,NC_086019.1,203093455,203097455,-,0.21923962597036,172
Ppp2r2d,NC_086019.1,203093536,203097536,+,0.21923962597036,172
Bnip3,NC_086019.1,203152962,203156962,-,0.234239798657718,104
Jakmip3,NC_086019.1,203180764,203184764,+,0.726984158415841,133
Dpysl4,NC_086019.1,203310646,203314646,+,0.324118968692449,102
Stk32c,NC_086019.1,203409325,203413325,-,0.186828633333333,156
Lrrc27,NC_086019.1,203431463,203435463,+,0.290114016078295,91
Pwwp2b,NC_086019.1,203468172,203472172,+,0.131234400424478,180
LOC134485192,NC_086019.1,203508152,203512152,-,0.845549219968799,42
Inpp5a,NC_086019.1,203617676,203621676,+,0.146065573508239,133
Nkx6,NC_086019.1,203811122,203815122,-,0.940675969715827,293
Cfap46,NC_086019.1,203910389,203914389,-,0.6914336651262,83
Adgra1,NC_086019.1,204057218,204061218,+,0.40725201320132,63
Kndc1,NC_086019.1,204117597,204121597,+,0.631676768867925,81
Utf1,NC_086019.1,204167954,204171954,+,0.897485881006864,162
Adam8,NC_086019.1,204216988,204220988,-,0.70842578313253,25
Tubgcp2,NC_086019.1,204245460,204249460,-,0.200950658023964,124
LOC120099957,NC_086019.1,204231232,204235232,+,0.838975745526839,59
Zfp511,NC_086019.1,204245349,204249349,+,0.212152349642236,126
Msx3,NC_086019.1,204269881,204273881,-,0.245853273203375,143
Caly,NC_086019.1,204301506,204305506,-,0.356081456200228,79
Prap1,NC_086019.1,204310723,204314723,+,0.558623320158103,26
Fuom,NC_086019.1,204320690,204324690,-,0.509288611925709,64
Echs1,NC_086019.1,204331506,204335506,-,0.301816641813301,70
Paox,NC_086019.1,204347326,204351326,+,0.328342734331669,91
Mtg1,NC_086019.1,204359176,204363176,+,0.2793374,70
Sprn,NC_086019.1,204376074,204380074,-,0.669190792502466,96
Or6ae1,NC_086019.1,204385728,204389728,-,0.60893124054463,44
Or6f2,NC_086019.1,204404568,204408568,+,0.552927646454265,57
Or6b13,NC_086019.1,204432253,204436253,-,0.380098980424143,50
Scart1,NC_086019.1,204448386,204452386,+,0.445489869668246,41
LOC120093064,NC_086019.1,204466748,204470748,+,0.158797281831187,19
Or13a19b,NC_086019.1,204588242,204592242,+,0.392766142969364,30
Or13a19,NC_086019.1,204623654,204627654,+,0.557952386363636,22
Or12j2,NC_086019.1,204637429,204641429,+,0.358904291287386,22
Or13a27,NC_086019.1,204664166,204668166,-,0.460347195357834,19
Or12j3,NC_086019.1,204693254,204697254,-,0.627954921259843,15
Or12j2b,NC_086019.1,204743593,204747593,-,0.361652054794521,21
Or13a19c,NC_086019.1,204762804,204766804,-,0.61409954058193,15
Or12j4,NC_086019.1,204790623,204794623,+,0.500004502814259,20
Or13a27b,NC_086019.1,204821127,204825127,+,0.38072825070159,19
Or12j5,NC_086019.1,204846043,204850043,-,0.527743919716647,22
Or13a27c,NC_086019.1,204882229,204886229,+,0.395816880093132,15
Or13a18,NC_086019.1,204920083,204924083,+,0.467045009416196,13
Or13a23,NC_086019.1,204945426,204949426,+,0.46719335106383,22
Or13a18b,NC_086019.1,205009011,205013011,+,0.401533248081842,10
Or13a18c,NC_086019.1,205038415,205042415,+,0.534893023255814,20
Or13a27e,NC_086019.1,205066855,205070855,+,0.346190823774765,17
Or13a27d,NC_086019.1,205079873,205083873,+,0.31629682320442,16
Or13a26c,NC_086019.1,205129656,205133656,+,0.459752660300136,18
Or13a25,NC_086019.1,205158490,205162490,+,0.271592727272727,17
Or13a26b,NC_086019.1,205181640,205185640,+,0.443824719101124,18
Or13a26,NC_086019.1,205207085,205211085,+,0.503431578947369,24
Cyp2e1,NC_086019.1,205267967,205271967,+,0.533385203028217,32
Syce1,NC_086019.1,205290811,205294811,-,0.857588622291021,68
Urah,NC_086019.1,205333399,205337399,+,0.84411841868823,54
Scgb1c1,NC_086019.1,205350216,205354216,+,0.524212064570943,40
Cimap1a,NC_086019.1,205353601,205357601,+,0.84405191682911,60
Bet1l,NC_086019.1,205363036,205367036,-,0.208206110214434,159
Ric8a,NC_086019.1,205362796,205366796,+,0.195762164705882,156
Sirt3,NC_086019.1,205392145,205396145,-,0.197968253335989,100
Psmd13,NC_086019.1,205392248,205396248,+,0.201991633466136,100
Cox8b,NC_086019.1,205406273,205410273,-,0.834623177189409,60
Nlrp6,NC_086019.1,205432484,205436484,+,0.459912678062679,131
Pgghg,NC_086019.1,205465179,205469179,+,0.355284737175428,48
Ifitm5,NC_086019.1,205476191,205480191,-,0.836225489100056,50
Ifitm2,NC_086019.1,205480348,205484348,-,0.488152164948454,55
Ifitm1,NC_086019.1,205494757,205498757,+,0.828268581275129,55
Ifitm3,NC_086019.1,205539758,205543758,-,0.728706534653465,62
Ifitm6,NC_086019.1,205545920,205549920,-,0.830567283349562,43
B4galnt4,NC_086019.1,205598989,205602989,+,0.226550511654349,138
Pkp3,NC_086019.1,205615511,205619511,+,0.826874644433546,84
Sigirr,NC_086019.1,205635883,205639883,-,0.694556365272155,94
Ano9,NC_086019.1,205657780,205661780,-,0.621435560194851,44
Ptdss2,NC_086019.1,205669024,205673024,+,0.18606281512605,89
Rnh1,NC_086019.1,205709348,205713348,-,0.18857367450438,83
Hras,NC_086019.1,205727406,205731406,-,0.121563207698476,184
Lrrc56,NC_086019.1,205727402,205731402,+,0.121563207698476,184
Lmntd2,NC_086019.1,205748460,205752460,-,0.2704582293885,111
Rassf7,NC_086019.1,205747173,205751173,+,0.238186542847833,102
Phrf1,NC_086019.1,205761264,205765264,+,0.1076496077901,105
Irf7,NC_086019.1,205798543,205802543,-,0.601854665363947,73
Cdhr5,NC_086019.1,205809184,205813184,-,0.660355074424898,52
Sct,NC_086019.1,205811246,205815246,-,0.595202008733625,77
Drd4,NC_086019.1,205823937,205827937,+,0.437138325504283,100
Deaf1,NC_086019.1,205863106,205867106,-,0.131841744,171
Tmem80,NC_086019.1,205863564,205867564,+,0.144604444444445,172
Eps8l2,NC_086019.1,205873825,205877825,+,0.879355534278054,74
Taldo1,NC_086019.1,205921196,205925196,+,0.231311490528415,92
Gatd1,NC_086019.1,205940121,205944121,-,0.279554404883011,105
Slc25a22,NC_086019.1,205964188,205968188,-,0.45774100283057,88
Cend1,NC_086019.1,205955710,205959710,-,0.82615843373494,65
Pidd1,NC_086019.1,205970359,205974359,-,0.542586834634493,89
Rplp2,NC_086019.1,205973598,205977598,+,0.235561850884827,103
Pnpla2,NC_086019.1,205980279,205984279,+,0.228790443092963,96
Cracr2b,NC_086019.1,205985957,205989957,+,0.512364638875425,117
Cd151,NC_086019.1,205992300,205996300,+,0.178829425182482,114
Polr2l,NC_086019.1,205999615,206003615,-,0.12127953178345,156
Tspan4,NC_086019.1,205999731,206003731,+,0.122635353045726,157
Chid1,NC_086019.1,206057259,206061259,-,0.194034279554438,87
Ap2a2,NC_086019.1,206079856,206083856,+,0.124221043201274,151
Muc6,NC_086019.1,206192384,206196384,-,0.844982167832168,50
Muc2,NC_086019.1,206223775,206227775,+,0.64542406374502,49
Muc5ac,NC_086019.1,206291717,206295717,+,0.555552845528455,34
Muc5b,NC_086019.1,206344400,206348400,+,0.468754661885246,44
Tollip,NC_086019.1,206411809,206415809,-,0.278130306905371,63
Brsk2,NC_086019.1,206463040,206467040,+,0.227745058777936,219
Mob2,NC_086019.1,206577502,206581502,-,0.0832561534266498,115
Dusp8,NC_086019.1,206611728,206615728,-,0.153668339344519,194
